timestamp_utc,aqi_api,pm25,pm10,o3,no2,so2,co,station_name,fetched_at,temp,feels_like,pressure,humidity,wind_speed,wind_deg,weather_desc,hour,day,month,dow,is_weekend,aqi_change_rate
2025-03-04 16:00:00,161,161,,,,,,"Karachi US Consulate, Pakistan",2025-10-07 10:33:58.057508+00:00,30.26,30.66,1009,45,5.61,240,clear sky,16,4,3,1,0,0
